ITEM_NAME,BRAND,CATEGORY,SUBCATEGORY,DISCIPLINE,SKILL_LEVEL,GENDER,PRICE,PRODUCT_TYPE,FLEX_RATING,DESCRIPTION
Touring Sport Boot 70,Ridgeline,Equipment,Boots,Touring,Advanced,Female,585.96,Boot,70,70-flex touring boot with Intuition Pro liner and alpine ISO sole. Lightweight carbon cuff. Designed for advanced skiers seeking dampened ride.
Freeride Lite Boot 120,Ridgeline,Equipment,Boots,Freeride,Expert,Unisex,755.77,Boot,120,Freeride boot built for mixed snow. 120 flex index with Intuition Pro liner. Power strap for fore-aft control. rubber touring compatible.
Park Elite Boot 80,Ortovox,Equipment,Boots,Park,Intermediate,Male,725.41,Boot,80,Park boot built for deep powder days. 80 flex index with custom-fit foam liner. Power strap for fore-aft control. GripWalk/MNC compatible.
Alpine Performance Boot 80,Ridgeline,Equipment,Boots,Alpine,Advanced,Female,654.90,Boot,80,80-flex alpine boot with Intuition Pro liner and rockered touring sole. Wide last for comfort. Designed for advanced skiers seeking playful turn initiation.
Park Sport Boot 110,Ridgeline,Equipment,Boots,Park,Beginner,Female,532.70,Boot,110,Performance park boot rated at 110 flex. custom-fit foam liner for playful turn initiation. rockered touring sole. Walk mode with 60-degree ROM.
Park Tour Boot 70,Ortovox,Equipment,Boots,Park,Expert,Female,361.66,Boot,70,Performance park boot rated at 70 flex. cork-fit liner for confident grip. GripWalk sole. Power strap for fore-aft control.
All-Mountain Pro Boot 120,Ridgeline,Equipment,Boots,All-Mountain,Intermediate,Male,550.43,Boot,120,120-flex all-mountain boot with heat-moldable liner and rockered touring sole. Micro-adjustable buckles. Designed for intermediate skiers seeking dampened ride.
Freeride Race Boot 100,Ridgeline,Equipment,Boots,Freeride,Advanced,Unisex,721.97,Boot,100,Freeride boot built for variable conditions. 100 flex index with custom-fit foam liner. Dual-density footbed. GripWalk/MNC compatible.
All-Mountain Performance Boot 80,Ridgeline,Equipment,Boots,All-Mountain,Beginner,Unisex,594.90,Boot,80,80-flex all-mountain boot with custom-fit foam liner and GripWalk/MNC sole. Removable spoiler for flex adjustment. Designed for beginner skiers seeking responsive flex.
All-Mountain Response Boot 90,Ridgeline,Equipment,Boots,All-Mountain,Advanced,Unisex,682.48,Boot,90,Performance all-mountain boot rated at 90 flex. pre-shaped comfort liner for confident grip. GripWalk/MNC sole. Boa dial closure for quick entry.
Touring Lite Boot 120,Black Crows,Equipment,Boots,Touring,Expert,Male,447.72,Boot,120,Performance touring boot rated at 120 flex. cork-fit liner for confident grip. GripWalk sole. Micro-adjustable buckles.
Touring Tour Boot 110,Ridgeline,Equipment,Boots,Touring,Intermediate,Female,666.10,Boot,110,110-flex touring boot with thermo-moldable liner and Vibram Megagrip sole. Lightweight carbon cuff. Designed for intermediate skiers seeking playful turn initiation.
Touring Race Boot 80,Ridgeline,Equipment,Boots,Touring,Expert,Male,347.41,Boot,80,Performance touring boot rated at 80 flex. thermo-moldable liner for float in deep snow. rockered touring sole. 3M Thinsulate insulation.
Touring Elite Boot 130,Ortovox,Equipment,Boots,Touring,Intermediate,Male,796.98,Boot,130,Performance touring boot rated at 130 flex. thermo-moldable liner for stability at speed. rubber touring sole. Power strap for fore-aft control.
Freeride Pro Binding 10-18,Black Crows,Equipment,Bindings,Freeride,Intermediate,Unisex,357.80,Binding,,Reliable freeride binding with 10-18 DIN range. Elastic travel for shock absorption. gliding AFD construction for dampened ride.
Alpine Shift Binding 6-13,Ridgeline,Equipment,Bindings,Alpine,Advanced,Unisex,596.11,Binding,,6-13 DIN alpine binding with MNC heel piece. Titanium toe spring. Compatible with GripWalk and alpine ISO soles.
Freeride Duke Binding 10-18,Black Crows,Equipment,Bindings,Freeride,Advanced,Unisex,328.87,Binding,,10-18 DIN freeride binding with pin-tech heel piece. Elastic travel for shock absorption. Compatible with touring and GripWalk soles.
Park Shift Binding 4-12,Ortovox,Equipment,Bindings,Park,Advanced,Unisex,643.05,Binding,,4-12 DIN park binding with floating pivot heel piece. Anti-ice rail system. Compatible with alpine ISO 5355 soles.
Touring Release Binding 10-18,Ridgeline,Equipment,Bindings,Touring,Advanced,Unisex,404.64,Binding,,Reliable touring binding with 10-18 DIN range. Titanium toe spring. gliding AFD construction for effortless carving.
Touring Baron Binding 7-14,Salomon,Equipment,Bindings,Touring,Expert,Unisex,427.29,Binding,,High-performance touring binding rated to DIN 7-14. step-in release system. Lightweight forged aluminum.
Alpine Pro Binding 10-18,Ridgeline,Equipment,Bindings,Alpine,Advanced,Unisex,337.46,Binding,,Reliable alpine binding with 10-18 DIN range. Elastic travel for shock absorption. pin-tech construction for float in deep snow.
Park Duke Binding 10-18,Ridgeline,Equipment,Bindings,Park,Intermediate,Unisex,482.06,Binding,,10-18 DIN park binding with floating pivot heel piece. Anti-ice rail system. Compatible with GripWalk and alpine ISO soles.
Touring Pivot Binding 6-13,Ridgeline,Equipment,Bindings,Touring,Advanced,Unisex,384.83,Binding,,Reliable touring binding with 6-13 DIN range. Elastic travel for shock absorption. MNC construction for edge-to-edge precision.
Touring Shift Binding 8-16,Ridgeline,Equipment,Bindings,Touring,Expert,Unisex,435.46,Binding,,Reliable touring binding with 8-16 DIN range. Elastic travel for shock absorption. floating pivot construction for responsive flex.
Touring Pivot Binding 8-16,Salomon,Equipment,Bindings,Touring,Expert,Unisex,285.52,Binding,,High-performance touring binding rated to DIN 8-16. gliding AFD release system. Lightweight forged aluminum.
Park Attack Binding 8-16,Salomon,Equipment,Bindings,Park,Advanced,Unisex,355.96,Binding,,High-performance park binding rated to DIN 8-16. gliding AFD release system. Wide brake options.
Freeride Tour Binding 4-10,Ortovox,Equipment,Bindings,Freeride,Advanced,Unisex,328.43,Binding,,4-10 DIN freeride binding with gliding AFD heel piece. Elastic travel for shock absorption. Compatible with touring and GripWalk soles.
All-Mountain Release Binding 10-18,Ridgeline,Equipment,Bindings,All-Mountain,Advanced,Unisex,512.28,Binding,,Reliable all-mountain binding with 10-18 DIN range. Anti-ice rail system. turntable construction for stability at speed.
Freeride Duke Binding 6-13,Ortovox,Equipment,Bindings,Freeride,Expert,Unisex,222.62,Binding,,6-13 DIN freeride binding with gliding AFD heel piece. Elastic travel for shock absorption. Compatible with GripWalk and alpine ISO soles.
Freeride Baron Binding 5-12,Ortovox,Equipment,Bindings,Freeride,Advanced,Unisex,619.76,Binding,,High-performance freeride binding rated to DIN 5-12. MNC release system. Anti-ice rail system.
Alpine Pro Binding 10-18,Black Crows,Equipment,Bindings,Alpine,Expert,Unisex,303.50,Binding,,High-performance alpine binding rated to DIN 10-18. floating pivot release system. DIN certified to ISO 13992.
Freeride Pro Binding 4-12,Salomon,Equipment,Bindings,Freeride,Expert,Unisex,615.72,Binding,,High-performance freeride binding rated to DIN 4-12. turntable release system. Lightweight forged aluminum.
All-Mountain Release Binding 8-16,Ridgeline,Equipment,Bindings,All-Mountain,Expert,Unisex,599.17,Binding,,8-16 DIN all-mountain binding with pin-tech heel piece. Elastic travel for shock absorption. Compatible with touring and GripWalk soles.
Park Pro Binding 7-14,Ridgeline,Equipment,Bindings,Park,Expert,Unisex,522.37,Binding,,7-14 DIN park binding with step-in heel piece. Titanium toe spring. Compatible with touring and GripWalk soles.
Park Duke Binding 10-18,Black Crows,Equipment,Bindings,Park,Advanced,Unisex,346.57,Binding,,High-performance park binding rated to DIN 10-18. step-in release system. Wide brake options.
Freeride Baron Binding 7-14,Ridgeline,Equipment,Bindings,Freeride,Intermediate,Unisex,371.61,Binding,,High-performance freeride binding rated to DIN 7-14. gliding AFD release system. Titanium toe spring.
Freeride Attack Binding 5-12,Salomon,Equipment,Bindings,Freeride,Intermediate,Unisex,252.20,Binding,,Reliable freeride binding with 5-12 DIN range. DIN certified to ISO 13992. floating pivot construction for playful turn initiation.
Touring Release Binding 10-18,Ortovox,Equipment,Bindings,Touring,Advanced,Unisex,298.38,Binding,,High-performance touring binding rated to DIN 10-18. MNC release system. Tool-free adjustment.
Park Pivot Binding 4-12,Salomon,Equipment,Bindings,Park,Expert,Unisex,497.84,Binding,,4-12 DIN park binding with floating pivot heel piece. Wide brake options. Compatible with alpine ISO 5355 soles.
Alpine Pivot Binding 4-12,Ortovox,Equipment,Bindings,Alpine,Intermediate,Unisex,445.44,Binding,,Reliable alpine binding with 4-12 DIN range. Tool-free adjustment. pin-tech construction for responsive flex.
Freeride Baron Binding 10-18,Ridgeline,Equipment,Bindings,Freeride,Expert,Unisex,418.97,Binding,,High-performance freeride binding rated to DIN 10-18. turntable release system. Elastic travel for shock absorption.
All-Mountain Pro Binding 5-12,Black Crows,Equipment,Bindings,All-Mountain,Advanced,Unisex,562.11,Binding,,Reliable all-mountain binding with 5-12 DIN range. Lightweight forged aluminum. MNC construction for float in deep snow.
Park Pro Binding 5-12,Ridgeline,Equipment,Bindings,Park,Advanced,Unisex,227.69,Binding,,High-performance park binding rated to DIN 5-12. turntable release system. Elastic travel for shock absorption.
Freeride Duke Binding 5-12,Ridgeline,Equipment,Bindings,Freeride,Expert,Unisex,489.65,Binding,,High-performance freeride binding rated to DIN 5-12. gliding AFD release system. DIN certified to ISO 13992.
All-Mountain Tour Binding 5-12,Ridgeline,Equipment,Bindings,All-Mountain,Intermediate,Unisex,586.13,Binding,,5-12 DIN all-mountain binding with floating pivot heel piece. DIN certified to ISO 13992. Compatible with all MNC soles soles.
Touring Duke Binding 5-12,Salomon,Equipment,Bindings,Touring,Advanced,Unisex,522.59,Binding,,High-performance touring binding rated to DIN 5-12. pin-tech release system. DIN certified to ISO 13992.
Touring Pro Binding 5-12,Ridgeline,Equipment,Bindings,Touring,Intermediate,Unisex,543.47,Binding,,5-12 DIN touring binding with step-in heel piece. DIN certified to ISO 13992. Compatible with GripWalk and alpine ISO soles.
All-Mountain Pro Binding 8-16,Ridgeline,Equipment,Bindings,All-Mountain,Intermediate,Unisex,468.00,Binding,,8-16 DIN all-mountain binding with floating pivot heel piece. Triple pivot toe for consistent release. Compatible with alpine ISO 5355 soles.
Alpine Pivot Binding 10-18,Black Crows,Equipment,Bindings,Alpine,Intermediate,Unisex,646.07,Binding,,High-performance alpine binding rated to DIN 10-18. step-in release system. Titanium toe spring.
All-Mountain Pro Binding 8-16,Volkl,Equipment,Bindings,All-Mountain,Intermediate,Unisex,334.23,Binding,,8-16 DIN all-mountain binding with pin-tech heel piece. Tool-free adjustment. Compatible with alpine ISO 5355 soles.
Park Duke Binding 7-14,Ortovox,Equipment,Bindings,Park,Expert,Unisex,512.34,Binding,,Reliable park binding with 7-14 DIN range. Lightweight forged aluminum. floating pivot construction for edge-to-edge precision.
Freeride Baron Binding 4-12,Ridgeline,Equipment,Bindings,Freeride,Advanced,Unisex,517.41,Binding,,High-performance freeride binding rated to DIN 4-12. turntable release system. DIN certified to ISO 13992.
Freeride Baron Binding 5-12,Ridgeline,Equipment,Bindings,Freeride,Advanced,Unisex,234.58,Binding,,High-performance freeride binding rated to DIN 5-12. gliding AFD release system. Wide brake options.
All-Mountain Pivot Binding 4-10,Ridgeline,Equipment,Bindings,All-Mountain,Expert,Unisex,592.13,Binding,,High-performance all-mountain binding rated to DIN 4-10. pin-tech release system. Anti-ice rail system.
Alpine Tour Binding 6-13,Ridgeline,Equipment,Bindings,Alpine,Intermediate,Unisex,631.93,Binding,,High-performance alpine binding rated to DIN 6-13. step-in release system. Elastic travel for shock absorption.
All-Mountain Baron Binding 4-12,Ortovox,Equipment,Bindings,All-Mountain,Advanced,Unisex,326.38,Binding,,High-performance all-mountain binding rated to DIN 4-12. pin-tech release system. Titanium toe spring.
Park Baron Binding 4-10,Black Crows,Equipment,Bindings,Park,Advanced,Unisex,560.27,Binding,,High-performance park binding rated to DIN 4-10. gliding AFD release system. Anti-ice rail system.
Freeride Duke Binding 6-13,Ridgeline,Equipment,Bindings,Freeride,Expert,Unisex,206.30,Binding,,6-13 DIN freeride binding with gliding AFD heel piece. Tool-free adjustment. Compatible with all MNC soles soles.
Freeride Shift Binding 10-18,Ridgeline,Equipment,Bindings,Freeride,Advanced,Unisex,493.57,Binding,,10-18 DIN freeride binding with gliding AFD heel piece. Elastic travel for shock absorption. Compatible with alpine ISO 5355 soles.
Touring Baron Binding 6-13,Salomon,Equipment,Bindings,Touring,Intermediate,Unisex,523.14,Binding,,Reliable touring binding with 6-13 DIN range. Triple pivot toe for consistent release. floating pivot construction for playful turn initiation.
Alpine Pivot Binding 6-13,Ridgeline,Equipment,Bindings,Alpine,Advanced,Unisex,578.15,Binding,,Reliable alpine binding with 6-13 DIN range. Tool-free adjustment. turntable construction for float in deep snow.
Alpine Baron Binding 5-12,Ridgeline,Equipment,Bindings,Alpine,Expert,Unisex,499.04,Binding,,Reliable alpine binding with 5-12 DIN range. Elastic travel for shock absorption. step-in construction for stability at speed.
Alpine Attack Binding 10-18,Black Crows,Equipment,Bindings,Alpine,Intermediate,Unisex,523.99,Binding,,10-18 DIN alpine binding with turntable heel piece. DIN certified to ISO 13992. Compatible with all MNC soles soles.
Freeride Shift Binding 10-18,Black Crows,Equipment,Bindings,Freeride,Intermediate,Unisex,435.91,Binding,,High-performance freeride binding rated to DIN 10-18. gliding AFD release system. DIN certified to ISO 13992.
Freeride Carbon Pole,Ridgeline,Equipment,Poles,Freeride,Intermediate,Unisex,75.00,Pole,,Lightweight aluminum 7075 pole designed for freeride use. cork grip with adjustable strap. Foldable 3-section design.
Alpine Carbon Pole,Black Crows,Equipment,Poles,Alpine,Beginner,Unisex,123.34,Pole,,carbon-aluminum hybrid ski pole with contoured rubber grip and race basket. Breakaway strap for safety. Ideal for alpine skiing.
Alpine Foldable Pole,Volkl,Equipment,Poles,Alpine,Intermediate,Unisex,64.37,Pole,,Lightweight carbon-aluminum hybrid pole designed for alpine use. dual-density foam grip with adjustable strap. Adjustable length.
All-Mountain Touring Pole,Volkl,Equipment,Poles,All-Mountain,Beginner,Unisex,60.52,Pole,,aluminum 7075 ski pole with rubber ergonomic grip and all-mountain basket. Foldable 3-section design. Ideal for all-mountain skiing.
All-Mountain Race Pole,Ridgeline,Equipment,Poles,All-Mountain,Intermediate,Unisex,107.00,Pole,,Lightweight aluminum 6061 pole designed for all-mountain use. contoured rubber grip with adjustable strap. Adjustable length.
